,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,1998-06-29,5.414935665005406,5.53473512662057,5.355035934197824,5.474835395812988,12615000,0.0,0.0
1,1998-06-30,5.450874146450771,5.450874146450771,5.319094771481632,5.3310747146606445,3075200,0.0,0.0
2,1998-07-01,5.319094884555971,5.367014658290709,5.199295450219124,5.34305477142334,1186200,0.0,0.0
3,1998-07-02,5.319094065887934,5.319094065887934,5.223254533169232,5.307114124298096,1127200,0.0,0.0
4,1998-07-06,5.307115614003148,5.307115614003148,5.199296109429722,5.211276054382324,1233600,0.0,0.0
5,1998-07-07,5.211273913570695,5.223253853601892,5.163354153445907,5.187314033508301,1247000,0.0,0.0
6,1998-07-08,5.187314854849369,5.223254680633545,5.17533491292131,5.223254680633545,784600,0.0,0.0
7,1998-07-09,5.199293377222838,5.2112733158800335,5.127413745279665,5.175333499908447,586200,0.0,0.0
8,1998-07-10,5.175333499908447,5.175333499908447,5.043554174679297,5.175333499908447,768600,0.0,0.0
9,1998-07-13,5.1274139847866325,5.1633538024370065,5.043554410269095,5.151373863220215,771000,0.0,0.0
10,1998-07-14,5.139393683936861,5.199293377222838,5.079493990650883,5.175333499908447,1336800,0.0,0.0
11,1998-07-15,5.151375407685813,5.163355350494385,5.091475693642955,5.163355350494385,465600,0.0,0.0
12,1998-07-16,5.1393934505086545,5.151373388621728,5.0794937599432854,5.103453636169434,807200,0.0,0.0
13,1998-07-17,5.103453876837245,5.103453876837245,5.043554183447136,5.079493999481201,1087000,0.0,0.0
14,1998-07-20,5.04355525970459,5.055535200939043,4.983655553532326,5.04355525970459,1084000,0.0,0.0
15,1998-07-21,5.019593834877014,5.043553709983826,4.959694147109985,4.983654022216797,437600,0.0,0.0
16,1998-07-22,4.995636463165283,4.995636463165283,4.935736745381527,4.995636463165283,1013000,0.0,0.0
17,1998-07-23,4.99563549476678,5.055535200939043,4.99563549476678,5.04355525970459,892400,0.0,0.0
18,1998-07-24,5.007614612579346,5.019594551843889,4.9836547340502575,5.007614612579346,1031600,0.0,0.0
19,1998-07-27,4.983655797553233,5.031575564837398,4.9477159720901085,5.019595623016357,769600,0.0,0.0
20,1998-07-28,4.995635407642253,5.019595289693295,4.863856056361522,4.935735702514648,1633800,0.0,0.0
21,1998-07-29,4.899794937348833,4.935734753515206,4.803955427571839,4.887814998626709,1044400,0.0,0.0
22,1998-07-30,4.863856056361522,4.971675525591211,4.851876115336001,4.935735702514648,935800,0.0,0.0
23,1998-07-31,4.935737075048404,4.935737075048404,4.791977742765441,4.827917575836182,773600,0.0,0.0
24,1998-08-03,4.791977177912266,4.815937063801828,4.708117577298801,4.768017292022705,1298400,0.0,0.0
25,1998-08-04,4.732078880458683,4.732078880458683,4.552379682466581,4.612279415130615,1235200,0.0,0.0
26,1998-08-05,4.648216921298658,4.815936088562012,4.624257040261036,4.815936088562012,1002600,0.0,0.0
27,1998-08-06,4.815937800840898,4.815937800840898,4.696138353058786,4.744058132171631,1137000,0.0,0.0
28,1998-08-07,4.720099600379729,4.7560394450526715,4.648219911033845,4.684159755706787,703000,0.0,0.0
29,1998-08-10,4.696138353058786,4.791977911284476,4.696138353058786,4.744058132171631,1498800,0.0,0.0
30,1998-08-11,4.696137332176978,4.708117274350898,4.600297794785611,4.636237621307373,716800,0.0,0.0
31,1998-08-12,4.636236980779847,4.815936088562012,4.624257040261036,4.815936088562012,798000,0.0,0.0
32,1998-08-13,4.768016929913284,4.803956756018158,4.73207710380841,4.779996871948242,413000,0.0,0.0
33,1998-08-14,4.7320781873934195,4.768018021728054,4.696138353058786,4.744058132171631,391400,0.0,0.0
34,1998-08-17,4.791976437710299,4.851876143181678,4.7560366144274715,4.839896202087402,1041000,0.0,0.0
35,1998-08-18,4.827915314435959,4.839895253181457,4.744055743217468,4.791975498199463,901800,0.0,0.0
36,1998-08-19,4.779997234967485,4.779997234967485,4.720097520243582,4.768017292022705,605400,0.0,0.0
