,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2020-03-19,11.256906509399414,11.256906509399414,11.256906509399414,11.256906509399414,100,0.0,0.0
1,2020-03-20,12.19498047174192,12.19498047174192,11.256905050838695,11.960461616516113,2300,0.0,0.0
2,2020-03-23,11.960462162640809,11.960462162640809,10.787867832970141,10.825390815734863,18700,0.0,0.0
3,2020-03-24,12.101173338119107,12.101173338119107,10.78786802353603,10.975482940673828,96100,0.0,0.0
4,2020-03-25,11.069291674056037,12.61711597442627,11.069291674056037,12.61711597442627,19200,0.0,0.0
5,2020-03-26,13.133056827447104,14.493266105651855,13.133056827447104,14.493266105651855,76400,0.0,0.0
6,2020-03-27,14.071132042860155,15.009207512384165,13.648998260498047,13.648998260498047,486500,0.0,0.0
7,2020-03-30,14.30564902697027,15.478243209508818,14.30564902697027,14.915397644042969,210000,0.0,0.0
8,2020-03-31,15.375055416142972,16.181800842285156,13.658378379931927,16.181800842285156,461500,0.0,0.0
9,2020-04-01,15.00920374912498,15.00920374912498,13.658375805335766,14.118032455444336,2998900,0.0,0.0
10,2020-04-02,14.690260133114949,14.9153980069315,11.369473363156468,12.457640647888184,15966300,0.0,0.0
11,2020-04-03,12.898537085023447,15.947282214210809,12.551449285362484,15.872236251831055,66934300,0.0,0.0
12,2020-04-06,16.0035648525437,16.087991776562923,13.93041920309472,14.483882904052734,37138000,0.0,0.0
13,2020-04-07,14.25874675931273,14.821592391037873,13.64899807045922,14.30565071105957,23486000,0.0,0.0
14,2020-04-08,13.60209290713767,14.305649436817205,12.879774440583187,13.376955032348633,49372700,0.0,0.0
15,2020-04-09,13.13305518477182,14.540168240283087,13.039247289890382,13.864753723144531,34992600,0.0,0.0
16,2020-04-13,13.602094041151014,13.602094041151014,13.114294377154943,13.123675346374512,21497400,0.0,0.0
17,2020-04-14,13.133055445332563,13.320670344199346,12.926678609269898,13.01110553741455,22350000,0.0,0.0
18,2020-04-15,12.692160078867126,12.809419505413322,12.138695442430132,12.532687187194824,14990700,0.0,0.0
19,2020-04-16,12.33569102826902,12.4294989251743,11.500804503209318,12.091792106628418,21745200,0.0,0.0
20,2020-04-17,12.476402618108894,12.973582314440419,12.129314838057196,12.889155387878418,21336500,0.0,0.0
21,2020-04-20,12.664018586947677,13.827231931336662,12.640567058522937,13.555190086364746,20032200,0.0,0.0
22,2020-04-21,13.339432984998215,14.305650436090154,13.301910003245668,13.780327796936035,16235900,0.0,0.0
23,2020-04-22,14.024228865018111,14.221224760282972,13.339434163861258,13.874136924743652,12539500,0.0,0.0
24,2020-04-23,13.789708437784482,14.934160695922811,13.705281507196299,14.746545791625977,12226000,0.0,0.0
25,2020-04-24,14.633974356870748,15.63771459488489,14.343170633770931,15.243722915649414,17390000,0.0,0.0
