,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2001-07-25,25.67437595489626,26.936336186752037,25.67437595489626,25.900657653808594,2512582,0.0,0.0
1,2001-07-26,25.15219088638255,25.15219088638255,24.368904197622566,24.455936431884766,2755662,0.0,0.0
2,2001-07-27,24.542968915934523,25.247926259073296,24.542968915934523,24.71703338623047,1440146,0.0,0.0
3,2001-07-30,24.717035483340357,24.8475821373386,24.717035483340357,24.76925277709961,789907,0.0,0.0
4,2001-07-31,24.769246848076136,24.93460841126467,24.743138207446147,24.89109230041504,1003838,0.0,0.0
5,2001-08-01,25.239221817067914,25.978992350488497,25.239221817067914,25.674381256103516,1919611,0.0,0.0
6,2001-08-02,25.656975380704242,25.848445614185604,24.80406392139629,24.934612274169922,808550,0.0,0.0
7,2001-08-03,24.717031115023808,24.760545518799415,24.281871689069927,24.3689022064209,1240635,0.0,0.0
8,2001-08-06,24.368904454230453,24.54296892458777,23.75968222757967,24.1600284576416,1612465,0.0,0.0
9,2001-08-07,24.804065677684594,26.54470195558176,24.542970663450028,26.057323455810547,8050274,0.0,0.0
10,2001-08-08,25.848447064519824,25.891963184552687,24.412421942635387,24.969425201416016,5432735,0.0,0.0
11,2001-08-09,24.455935096866533,24.760546190355996,23.977261254154435,24.682218551635742,3086807,0.0,0.0
12,2001-08-10,24.3689022064209,24.673515001448443,23.872820905381413,24.3689022064209,3289511,0.0,0.0
13,2001-08-13,24.151325041495195,24.2383572747474,23.368038361825114,23.759681701660156,4954094,0.0,0.0
14,2001-08-14,23.759674322291612,24.455928552464247,23.672642116070197,24.10780143737793,3777731,0.0,0.0
15,2001-08-15,24.15132085944467,24.717028567825988,24.107804750353832,24.438526153564453,2700763,0.0,0.0
16,2001-08-16,24.395014551821184,24.455936431884766,23.75968197738698,24.455936431884766,2196063,0.0,0.0
17,2001-08-17,24.107807234768472,24.3689022064209,23.08953599042414,24.3689022064209,1799616,0.0,0.0
18,2001-08-20,24.064298538688135,24.125220432552094,23.32452779948213,23.67265510559082,2128598,0.0,0.0
19,2001-08-21,23.672654854715233,23.881532604007052,23.585624311460595,23.79450035095215,1926615,0.0,0.0
20,2001-08-22,23.585615458855063,23.724864959716797,22.976391625936586,23.724864959716797,2626294,0.0,0.0
21,2001-08-23,23.62913327906131,23.663946514215027,23.26360029424684,23.281007766723633,2413290,0.0,0.0
22,2001-08-24,22.845847730750606,23.254896821657262,22.67178326920745,23.22878646850586,1966991,0.0,0.0
23,2001-08-27,23.150457778936083,23.324520522786855,22.889362808260053,23.20267677307129,1505654,0.0,0.0
24,2001-08-28,22.715296594668377,22.889361034832692,22.506420634310892,22.645671844482422,2449649,0.0,0.0
25,2001-08-29,22.645678667737258,23.28101133008649,22.584756779243527,22.976398468017578,2081115,0.0,0.0
26,2001-08-30,22.97639866139446,23.75968546513522,22.97639866139446,23.455074310302734,2516290,0.0,0.0
27,2001-08-31,23.32452779948213,23.67265510559082,23.06343274735068,23.67265510559082,1490925,0.0,0.0
28,2001-09-04,23.585620343095606,24.36890535939843,23.576915751414482,24.17743682861328,1748116,0.0,0.0
29,2001-09-05,24.064292907714844,24.22094990233644,23.629133449454933,24.064292907714844,1704650,0.0,0.0
30,2001-09-06,23.977258029331864,24.020774138234774,23.49858254119945,23.70745849609375,2091827,0.0,0.0
31,2001-09-07,23.06342555211082,24.255761246297745,22.976393325285564,23.20267677307129,1800646,0.0,0.0
32,2001-09-10,23.063430400376063,23.35063578339428,22.889367619934788,23.011211395263672,1050703,0.0,0.0
33,2001-09-17,21.84498397744751,22.663082225591456,21.566481500317675,21.97553062438965,1715156,0.0,0.0
34,2001-09-18,21.975530701968427,22.071265821957276,21.49685681182415,21.84498405456543,1738331,0.0,0.0
35,2001-09-19,21.583891735799174,22.732711699826858,21.583891735799174,21.775362014770508,1539541,0.0,0.0
36,2001-09-20,21.757950085773338,23.054723833602477,21.636104620115656,22.410688400268555,2053408,0.0,0.0
37,2001-09-21,21.757946480556082,23.368033942204985,21.714430372160226,22.497716903686523,2004277,0.0,0.0
38,2001-09-24,22.454212304065138,23.542110442158666,22.454212304065138,23.237499237060547,1857708,0.0,0.0
39,2001-09-25,23.23749727094257,23.48988773000591,22.628273202492174,22.88936996459961,1634198,0.0,0.0
